facility_name(시설명),business_type(업종명),road_address(소재지도로명주소),jibun_address(소재지지번주소),latitude(위도),longitude(경도),business_status(영업상태명),has_transport_vehicle(운반용차량보유여부),has_storage_facility(저장시설보유여부),phone(전화번호),supervising_agency(관리기관명),as_of_date(데이터기준일자),provider_org_code(제공기관코드),provider_org_name(제공기관명)
용정인삼사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 금산국제인삼시장조합, 약초상가 9동 6호",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
광명인삼,한약도매,충청남도 금산군 제원면 천내1길 15,,36.11180853,127.5712387,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
자연담따약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 금산국제인삼시장조합, 약초상가 1동 18호",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
동양약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 33, 동양약업사",,36.10098049,127.4968025,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
정천고려홍삼약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 정천약업사",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
전설인삼약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 전설인삼약업사",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
코리아약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 금산국제인삼시장조합, 약초상가",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
굿앤삼마루약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 금산국제인삼시장조합, 약초상가",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
창경인삼사,한약도매,충청남도 금산군 금산읍 인삼약초로 29-4,,36.10095975,127.4965012,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
전원약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 4동 11호",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
이레허브,한약도매,충청남도 금산군 금산읍 비단로 115,,36.09906022,127.4932191,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
팔도약업사,한약도매,충청남도 금산군 금산읍 비단로 148,,36.1008618,127.4956481,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
해동건재약업사,한약도매,충청남도 금산군 금산읍 비단로 140,,36.10014384,127.4952044,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
88한약약업사,한약도매,충청남도 금산군 금산읍 인삼광장로 47,,36.10150703,127.4989588,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
성진약업사,한약도매,충청남도 금산군 금산읍 약초로 50,,36.10041223,127.4985501,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
영구당건재약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 22, 수삼센터 생약시장",,36.100393,127.4957335,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
도원당건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 45,,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
부부약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 45,,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
대한도매약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 25,,36.10084988,127.4960898,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
전국한약약업사,한약도매,충청남도 금산군 금산읍 인삼광장로 47,,36.10150703,127.4989588,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
덕생당약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 33,,36.10098049,127.4968025,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
경동건재약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 금산국제인삼시장조합, 약초상가",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
신중건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 29-6,,36.10117212,127.4964472,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
금성약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 22, 수삼센터 생약시장",,36.100393,127.4957335,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
칠성건재약업사,한약도매,충청남도 금산군 금산읍 비단로 144,,36.10038092,127.4954728,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
대전벧엘건재약업사,한약도매,충청남도 금산군 금산읍 비단로 144,,36.10038092,127.4954728,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
옹달샘건재약업사,한약도매,충청남도 금산군 금산읍 비단로 144,,36.10038092,127.4954728,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
천일건재약업사,한약도매,충청남도 금산군 금산읍 약초로 50,,36.10041223,127.4985501,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
대화건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 45,,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
경일건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 29-4,,36.10095975,127.4965012,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
동방건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 24,,36.10010156,127.4964497,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
농후건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 40,,36.10068888,127.4973629,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
박감초건재약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 22, 수삼센터 생약시장",,36.100393,127.4957335,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
신평약업사,한약도매,충청남도 금산군 추부면 군북로 60,,36.10068888,127.4973629,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
경민건재약업사,한약도매,충청남도 금산군 금산읍 비단로 135,,36.09990966,127.4947155,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
호산당약업사,한약도매,충청남도 금산군 금산읍 인삼광장로 47,,36.10150703,127.4989588,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
경희건재약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 22, 수삼센터 생약시장",,36.100393,127.4957335,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
구리산업가스,의료용고압가스,경기도 남양주시 진접읍 내각2로 79,,37.70825562,127.1583639,영업,Y,Y,031-575-4200,경기도 남양주시청,2025-09-04,3990000,경기도 남양주시
백두산약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 6,,36.10036824,127.4937207,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
대중약업사,한약도매,충청남도 금산군 금산읍 비단로 141,,36.10044859,127.4948661,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
신용건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 45,,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
대흥약업사,한약도매,충청남도 금산군 금산읍 비단로 138 (대흥약업사),,36.09991478,127.495221,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
대광건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 24,,36.10010156,127.4964497,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
호남건재약업사,한약도매,충청남도 금산군 금산읍 비단로 148,,36.1008618,127.4956481,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
대웅건재약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 22, 수삼센터 생약시장",,36.100393,127.4957335,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
진봉건재약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 22, 수삼센터 생약시장",,36.100393,127.4957335,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
길형건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 24,,36.10010156,127.4964497,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
계룡건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 33,,36.10098049,127.4968025,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
남현건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 25,,36.10084988,127.4960898,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
고려당건재약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 22, 수삼센터 생약시장",,36.100393,127.4957335,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
한성당건재약업사,한약도매,충청남도 금산군 금산읍 비단로 147,,36.10081728,127.495105,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
부흥건재도매약업사,한약도매,충청남도 금산군 금산읍 비단로 152,,36.10129665,127.4957334,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
만수당약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 36,,36.10066548,127.4969427,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
한국건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 25,,36.10084988,127.4960898,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
성화약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 11,,36.10066975,127.4944929,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
장수약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 11,,36.10066975,127.4944929,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
대림건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 30,,36.10057782,127.4964578,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
광명약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 금산국제인삼시장조합, 약초상가 1동 8호",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
대일약업사,한약도매,충청남도 금산군 금산읍 비단로 147,,36.10081728,127.495105,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
광덕당건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 8-1,,36.10043746,127.4941131,영업,Y,Y,,충청남도 금산군보건소,2025-07-04,4550000,충청남도 금산군
㈜경인약품,일반종합도매,"서울특별시 중구 청구로4길 49, 1층 (신당동)",서울특별시 중구 신당동 290-47,37.561970,127.015977,영업,Y,Y,02-2252-0844,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
(주)안연케어,일반종합도매,"서울특별시 중구 통일로 10, 연세대학교 세브란스빌딩 13층 (남대문로5가)",서울특별시 중구 남대문로5가 84-11 연세대학교 세브란스빌딩 13층,37.557097,126.973634,영업,Y,Y,02-6191-4500,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
㈜백제덴탈약품,일반종합도매,"서울특별시 중구 칠패로 27, 505호 (순화동, 순화동더샵)","서울특별시 중구 봉래동1가 65-9 청암빌딩 301,302호",37.560267,126.972035,영업,N,N,02-774-1087,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
㈜우성덴탈,수입의약품도매,"서울특별시 중구 칠패로 27, 406호 (순화동, 순화동더샵)",서울특별시 중구 순화동 151 순화동더샵 406호,37.560267,126.972035,영업,N,N,02-752-2872,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
세웅산업㈜,원료의약품도매,"서울특별시 중구 퇴계로20나길 6, 3층 (남산동2가)",서울특별시 중구 남산동2가 41-1 3층,37.558834,126.985703,영업,Y,Y,02-753-0331,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
(주)신흥,일반종합도매,"서울특별시 중구 청파로 450, 신흥빌딩 15층 (중림동)",서울특별시 중구 중림동 10-3 신흥빌딩,37.559689,126.968811,영업,Y,Y,032-819-1919,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
(주)디브이홀딩스,일반종합도매,"서울특별시 중구 칠패로 27, 508호 (순화동, 포스코더샵)",서울특별시 중구 순화동 151번지 포스코더샵 508호,37.560267,126.972035,영업,Y,Y,02-774-4502,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
한국릴리 유한회사,일반종합도매,서울특별시 중구 후암로 98 (남대문로5가),서울특별시 중구 남대문로5가 631번지 STX남산타워 4층,37.553921,126.974900,영업,N,N,02-3459-2688,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
한국화이자제약(주),일반종합도매,"서울특별시 중구 퇴계로 100, 5층,6층 (회현동2가)",서울특별시 중구 회현동2가 88,37.560207,126.982927,영업,N,N,02-317-2114,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
동광제약(주),일반종합도매,"서울특별시 중구 퇴계로 97, 고려대연각타워 12층 1204호 (충무로1가)",서울특별시 중구 충무로1가 25번지 5호 고려대연각타워,37.560958,126.982546,영업,Y,Y,02-776-7641,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
레오파마 유한회사,일반종합도매,"서울특별시 중구 세종대로 136, 7층 (태평로1가)",서울특별시 중구 태평로1가 84 7층,37.568423,126.978257,영업,N,N,02-771-1110,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
주식회사 이덴트,일반종합도매,"서울특별시 중구 청파로 449-1, 5층 (중림동)",서울특별시 중구 중림동 28-3,37.559453,126.968097,영업,Y,Y,02-777-9669,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
(주)유정메디텍,기타,"서울특별시 중구 소파로4길 27, 2층 (예장동)",서울특별시 중구 예장동 6-20,37.558554,126.988874,영업,N,N,1661-3273,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
파마유니티상사(주),일반종합도매,"서울특별시 중구 세종대로 74, 삼정빌딩 10층 5호 (태평로2가)",서울특별시 중구 태평로2가 69번지 5호 삼정빌딩,37.562676,126.976860,영업,N,N,02-773-5674,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
비아트리스코리아(주),일반종합도매,"서울특별시 중구 세종대로 14, 그랜드센트럴(GRAND CENTRAL) 비동 15층 (남대문로5가)",서울특별시 중구 남대문로5가 831 그랜드센트럴(GRAND CENTRAL),37.557914,126.974330,영업,N,N,02-6411-6200,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
(주)미래생명그룹,일반종합도매,"서울특별시 중구 퇴계로 385, 준타워 12층 (흥인동)",서울특별시 중구 흥인동 132 준타워,37.565403,127.014352,영업,N,N,02-2233-5188,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
주식회사 제니브,일반종합도매,"서울특별시 중구 통일로 86, 바비엥3 11층 12호 (순화동)",서울특별시 중구 순화동 215 바비엥3,37.563106,126.969570,영업,N,N,02-6399-6100,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
주식회사 에스앤비팜,일반종합도매,"서울특별시 중구 서소문로 89, 순화빌딩 9층 906호 (순화동)",서울특별시 중구 순화동 5-2 순화빌딩 9층 906호,37.562594,126.970828,영업,N,N,02-6958-6922,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
다온에프에스(주),일반종합도매,"서울특별시 중구 칠패로 27, 순화동더샵 비동 401호 (순화동)",서울특별시 중구 순화동 151 순화동더샵,37.560267,126.972035,영업,N,N,02-3789-1992,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
풍림무약(주),일반종합도매,"서울특별시 중구 소월로 10, 단암빌딩 12층 (남대문로5가)",서울특별시 중구 남대문로5가 120 단암빌딩,37.558541,126.975411,영업,N,N,02-778-2351,서울특별시 중구보건소,2025-07-07,3010000,서울특별시 중구
대청종합가스,의료용고압가스,충청북도 옥천군 군북면 자모길 1-1,충청북도 옥천군 군북면 증약리 645,36.33564036,127.5223476,영업,Y,N,043-732-2525,충청북도 옥천군청,2025-07-01,4430000,충청북도 옥천군
대청특수가스텍,의료용고압가스,충청북도 옥천군 군서면 성왕로 831,충청북도 옥천군 군서면 오동리 12,36.30016315,127.5386459,영업,Y,N,043-732-2525,충청북도 옥천군청,2025-07-01,4430000,충청북도 옥천군
현대에너지,의료용고압가스,충청북도 옥천군 옥천읍 동부로 236,충청북도 옥천군 옥천읍 장야리 86,36.29112038,127.5859209,영업,Y,N,043-733-8828,충청북도 옥천군청,2025-07-01,4430000,충청북도 옥천군
신흥산업가스(주),의료용고압가스,충청북도 옥천군 군서면 성왕로 837,충청북도 옥천군 군서면 오동리 11-3,36.29982402,127.5394214,영업,Y,N,043-733-3400,충청북도 옥천군청,2025-07-01,4430000,충청북도 옥천군
아이엠팜,일반종합도매,충청북도 옥천군 옥천읍 마암로2길 12,충청북도 옥천군 옥천읍 서대리 240-1 주1동,36.2817117,127.5791606,영업,Y,N,042-719-7733,충청북도 옥천군청,2025-07-01,4430000,충청북도 옥천군
대봉엘에스㈜,일반종합도매,"인천광역시 남동구 능허대로649번길 123 (고잔동, 122블록 9로트)",,37.39570519,126.6877107,영업,N,N,032-712-8711,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
한중약업사,한약도매,인천광역시 남동구 문화서로62번길 21 (구월동),,37.45076105,126.6977132,영업,N,N,032-424-6444,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
허브메디한약유통,한약도매,인천광역시 남동구 장자로5번길 10-5 (장수동),,37.45099024,126.7507151,영업,N,N,032-465-6410,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
구월도매당약업사,한약도매,"인천광역시 남동구 호구포로790번길 21-10, 지하1층 (구월동)",,37.45315444,126.7205248,영업,N,N,032-462-0100,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
효성약업사,한약도매,"인천광역시 남동구 인주대로 746 (구월동, 1층일부)",,37.44879663,126.7199886,영업,N,N,032-472-4877,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
골드팜,일반종합도매,인천광역시 남동구 앵고개로 938 (논현동),,37.40221993,126.7348987,영업,Y,Y,032-207-7665,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
삼성바이오약품,일반종합도매,"인천광역시 남동구 백범로 251 (구월동, 지하1층,3층일부)",,37.46052335,126.7212132,영업,Y,Y,032-554-4556,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
(주)위드웰팜,일반종합도매,"인천광역시 남동구 담방로48번길 33, 3층 (만수동)",,37.44406311,126.7406933,영업,Y,Y,032-462-0400,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
(주)유앤아이메디칼,일반종합도매,"인천광역시 남동구 소래역로46번길 28, 501,502,503호 (논현동, 대영로데오)",,37.40149243,126.7359613,영업,Y,Y,032-426-0138,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
(주)새한메디칼,일반종합도매,"인천광역시 남동구 남동대로837번길 5, 금호프라자 3층 301호 (간석동)",,37.45724453,126.7080334,영업,Y,Y,032-471-6001,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
(주)아이월드제약,일반종합도매,"인천광역시 남동구 함박뫼로 316, 지하1층 (논현동)",,37.41474049,126.6987997,영업,N,N,032-815-2751,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
(주)경인메디칼,일반종합도매,"인천광역시 남동구 석정로 563, 다화빌딩 2층 2층일부호 (간석동)",,37.4666934,126.6979006,영업,Y,Y,032-468-0119,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
주식회사 큰나무약품,일반종합도매,"인천광역시 남동구 석정로 563, 4층 (간석동, 다화빌딩)",,37.4666934,126.6979006,영업,Y,Y,032-431-9492,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
(주)유엠씨홀딩스,일반종합도매,"인천광역시 남동구 인주대로653번길 26, 3층일부호 (구월동)",,37.45083059,126.7098163,영업,N,N,032-471-2557,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
대덕가스(주),기타,"인천광역시 남동구 남동서로330번길 46, A동 1층 (남촌동)",,37.41623256,126.7025695,영업,N,N,032-812-3701,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
(주)제이디팜,일반종합도매,인천광역시 남동구 선수촌공원로23번길 12 (구월동),,37.44122143,126.7086137,영업,N,N,032-815-1515,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
광일산소,의료용고압가스,경기도 남양주시 진건읍 독정로솔숲길 10-12,,37.67849079,127.1917012,영업,Y,Y,,경기도 남양주시청,2025-09-04,3990000,경기도 남양주시
메디트론,일반종합도매,"인천광역시 남동구 하촌로 32, 원창빌딩 3층 302호 (만수동)",,37.45079406,126.7322737,영업,N,N,032-466-3777,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
주식회사하임약품,일반종합도매,"인천광역시 남동구 논고개로123번길 45, 8층 803호일부호 (논현동)",,37.40155107,126.7212889,영업,N,N,032-463-9399,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
남동종합가스,의료용고압가스,인천광역시 남동구 앵고개로697번길 7 (고잔동),,37.38925753,126.7151623,영업,N,N,032-446-5492,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
(주)서정팜,일반종합도매,"인천광역시 남동구 하촌서로 15, 3층 일부 (만수동)",,37.45012486,126.7295273,영업,Y,Y,032-812-5268,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
(주)골든팜,일반종합도매,"인천광역시 남동구 동암남로26번길 39, 12~16,18~42,59~100호 (간석동, 청실프라자)",,37.46901981,126.7062709,영업,N,N,,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
마운틴팜,일반종합도매,"인천광역시 남동구 선수촌공원로23번길 11, 네이쳐프라자 504(내부17호)호 (구월동)",,37.44087947,126.7086535,영업,N,N,,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
원진메디,일반종합도매,"인천광역시 남동구 서창남로 45, 로데오프라자 305-2호 (서창동)",,37.423574,126.750097,영업,N,N,,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
에스엘지주식회사,의료용고압가스,인천광역시 남동구 청능대로484번길 8-41 (고잔동),,37.3968236,126.7124245,영업,N,N,,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
엔에스팜,일반종합도매,"인천광역시 남동구 논고개로123번길 35, 칼리오페 9층 907호 (논현동)",,37.40151444,126.7220688,영업,N,N,032-246-1028,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
(주)의인바이오,일반종합도매,"인천광역시 남동구 호구포로740번길 1, 2층 (구월동)",,37.44836987,126.7188545,영업,N,N,,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
씨케이팜,일반종합도매,"인천광역시 남동구 석정로 576, 2층 (간석동)",,37.46697057,126.6993428,영업,N,N,,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
(주)제일인베스트먼트,일반종합도매,"인천광역시 남동구 남동대로 773, 가천대길병원인공지능암병원 5층 (구월동)",,37.45157154,126.7075318,영업,N,N,032-716-9949,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
주식회사 진약품,일반종합도매,"인천광역시 남동구 청능대로 596, 2616호 (논현동)",,37.40047259,126.7257232,영업,N,N,032-425-1141,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
뉴큐어엠 인천센터,기타,"인천광역시 남동구 남동대로774번길 24, 뇌과학연구원 지하2층 일부호 (구월동)",,37.45103336,126.7094059,영업,Y,Y,032-460-9018,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
(주)닥터쎄임,일반종합도매,"인천광역시 남동구 인주대로591번길 55, 건영프라자 502호 (구월동)",,37.45269923,126.7027204,영업,N,N,070-4001-1205,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
아틀라스팜,일반종합도매,"인천광역시 남동구 호구포로 830, 4층 일부호 (구월동)",,37.45631829,126.7198041,영업,N,N,,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
주식회사 하임파마,일반종합도매,"인천광역시 남동구 논고개로123번길 45, 4층 403호일부(13)호 (논현동)",,37.40155107,126.7212889,영업,N,N,,인천광역시 남동구청,2025-07-09,3530000,인천광역시 남동구
화덕약품(주),원료의약품도매,인천광역시 서구 길주로 69-1 (석남동),,37.50676057,126.6697087,영업,Y,Y,032-582-4435,인천광역시 서구보건소,2025-07-11,3560000,인천광역시 서구
(주)우리약품,일반종합도매,"인천광역시 서구 정서진4로 25, A동 (오류동)",,37.55652019,126.6171035,영업,Y,Y,032-507-0601,인천광역시 서구보건소,2025-07-11,3560000,인천광역시 서구
(주)종수약품,일반종합도매,"인천광역시 서구 신진말로 37-1, 6층 (가좌동)",,37.49335507,126.6799434,영업,Y,Y,032-581-8788,인천광역시 서구보건소,2025-07-11,3560000,인천광역시 서구
(주)웰팜,일반종합도매,"인천광역시 서구 정서진4로 10, (주)웰팜 인천물류센터 1, 3, 4층 (오류동)",,37.55791657,126.6155586,영업,Y,Y,032-657-9322,인천광역시 서구보건소,2025-07-11,3560000,인천광역시 서구
다린,일반종합도매,인천광역시 서구 원적로47번길 6 (가좌동),,37.49175297,126.6799676,영업,N,N,032-575-6684,인천광역시 서구보건소,2025-07-11,3560000,인천광역시 서구
혁진약품(주),일반종합도매,"인천광역시 서구 정서진4로 25, 4층 401호 (오류동)",,37.55652019,126.6171035,영업,N,N,032-525-2002,인천광역시 서구보건소,2025-07-11,3560000,인천광역시 서구
주식회사 에스더블유헬스케어,일반종합도매,"인천광역시 서구 가재울로 109, B106(일부)호 (가좌동)",,37.4766102129,126.6844496271,영업,Y,Y,032-575-0346,인천광역시 서구보건소,2025-07-11,3560000,인천광역시 서구
영종종합가스,의료용고압가스,"인천광역시 서구 방축로 359 (가좌동, 영종가스)",,37.473929435,126.6829298635,영업,Y,Y,032-578-5556,인천광역시 서구보건소,2025-07-11,3560000,인천광역시 서구
아진산업가스(주),의료용고압가스,인천광역시 서구 봉수대로300번길 42 (석남동),,37.5020656342,126.6663749966,영업,Y,Y,032-578-8884,인천광역시 서구보건소,2025-07-11,3560000,인천광역시 서구
선도산업(주),의료용고압가스,인천광역시 서구 사렴로65번길 42 (경서동),,37.5546003182,126.6359481296,영업,Y,Y,032-568-1451,인천광역시 서구보건소,2025-07-11,3560000,인천광역시 서구
이화산소(주),의료용고압가스,"인천광역시 서구 가정로58번길 32 (가좌동, 이화산소(주))",,37.48947447,126.6748043,영업,Y,Y,032-575-4747,인천광역시 서구보건소,2025-07-11,3560000,인천광역시 서구
